    4 2455    0 MOL        4   2455
                   0.0000000E+00   1.7721661E+00  -2.1119559E+00   1 h4  H1   
                   0.0000000E+00   0.0000000E+00  -1.0083389E+00   6 c   C1   
                  -0.0000000E+00  -1.7721661E+00  -2.1119559E+00   1 h4  H2   
                   0.0000000E+00  -0.0000000E+00   1.2842427E+00   8 o   O1   
   1.2450000E-03   1.0006288E+00   3.7817008E+00   1.3292333E-01
   1.5440000E-03   2.0713098E-01   4.0074701E+00   1.3292333E-01
   1.4320000E-03  -6.1434047E-01   3.9313500E+00   1.3292333E-01
   1.0640000E-03  -1.3528416E+00   3.5636188E+00   1.3292333E-01
   9.5890000E-03   2.2716661E+00   3.3209610E+00  -5.2458604E-01
   9.2520000E-03   1.7142252E+00   3.9217389E+00  -5.2458604E-01
   9.4760000E-03   1.0044706E+00   4.3315165E+00  -5.2458604E-01
   9.6620000E-03   2.0546424E-01   4.5138845E+00  -5.2458604E-01
   9.5950000E-03  -6.1180068E-01   4.4526385E+00  -5.2458604E-01
   9.3430000E-03  -1.3747020E+00   4.1532209E+00  -5.2458604E-01
   9.2930000E-03  -2.0154570E+00   3.6422371E+00  -5.2458604E-01
   1.5325000E-02   2.6557207E+00   3.3054482E+00  -1.2902728E+00
   1.4732000E-02   2.1683869E+00   3.9405549E+00  -1.2902728E+00
   1.4822000E-02   1.5332821E+00   4.4278888E+00  -1.2902728E+00
   1.5056000E-02   7.9368492E-01   4.7342398E+00  -1.2902728E+00
   1.5161000E-02   0.0000000E+00   4.8387303E+00  -1.2902728E+00
   1.5056000E-02  -7.9368492E-01   4.7342398E+00  -1.2902728E+00
   1.4822000E-02  -1.5332821E+00   4.4278888E+00  -1.2902728E+00
   1.4732000E-02  -2.1683869E+00   3.9405549E+00  -1.2902728E+00
   1.5325000E-02  -2.6557207E+00   3.3054482E+00  -1.2902728E+00
   2.1118000E-02   3.0749999E+00   2.5616918E+00  -2.1119559E+00
   1.9180000E-02   2.7820452E+00   3.3016083E+00  -2.1119559E+00
   1.8630000E-02   2.3142851E+00   3.9454247E+00  -2.1119559E+00
   1.8698000E-02   1.7011105E+00   4.4526876E+00  -2.1119559E+00
   1.8926000E-02   9.8104936E-01   4.7915231E+00  -2.1119559E+00
   1.9065000E-02   1.9934342E-01   4.9406414E+00  -2.1119559E+00
   1.9016000E-02  -5.9488763E-01   4.8906732E+00  -2.1119559E+00
   1.8811000E-02  -1.3517380E+00   4.6447575E+00  -2.1119559E+00
   1.8621000E-02  -2.0236546E+00   4.2183446E+00  -2.1119559E+00
   1.8789000E-02  -2.5684192E+00   3.6382309E+00  -2.1119559E+00
   1.9910000E-02  -2.9517973E+00   2.9408653E+00  -2.1119559E+00
   2.2979000E-02  -3.1497065E+00   2.1700668E+00  -2.1119559E+00
   2.6801000E-02   3.0665623E+00   1.7721661E+00  -2.9336390E+00
   2.3366000E-02   2.9620718E+00   2.5658511E+00  -2.9336390E+00
   2.1897000E-02   2.6557207E+00   3.3054482E+00  -2.9336390E+00
   2.1516000E-02   2.1683869E+00   3.9405549E+00  -2.9336390E+00
   2.1614000E-02   1.5332821E+00   4.4278888E+00  -2.9336390E+00
   2.1811000E-02   7.9368492E-01   4.7342398E+00  -2.9336390E+00
   2.1899000E-02   0.0000000E+00   4.8387303E+00  -2.9336390E+00
   2.1811000E-02  -7.9368492E-01   4.7342398E+00  -2.9336390E+00
   2.1614000E-02  -1.5332821E+00   4.4278888E+00  -2.9336390E+00
   2.1516000E-02  -2.1683869E+00   3.9405549E+00  -2.9336390E+00
   2.1897000E-02  -2.6557207E+00   3.3054482E+00  -2.9336390E+00
   2.3366000E-02  -2.9620718E+00   2.5658511E+00  -2.9336390E+00
   2.6801000E-02  -3.0665623E+00   1.7721661E+00  -2.9336390E+00
   2.7485000E-02   2.7494058E+00   1.7721661E+00  -3.6993257E+00
   2.4932000E-02   2.6272577E+00   2.5825676E+00  -3.6993257E+00
   2.3900000E-02   2.2716661E+00   3.3209610E+00  -3.6993257E+00
   2.3702000E-02   1.7142252E+00   3.9217389E+00  -3.6993257E+00
   2.3816000E-02   1.0044706E+00   4.3315165E+00  -3.6993257E+00
   2.3921000E-02   2.0546424E-01   4.5138845E+00  -3.6993257E+00
   2.3882000E-02  -6.1180068E-01   4.4526385E+00  -3.6993257E+00
   2.3745000E-02  -1.3747020E+00   4.1532209E+00  -3.6993257E+00
   2.3734000E-02  -2.0154570E+00   3.6422371E+00  -3.6993257E+00
   2.4272000E-02  -2.4771284E+00   2.9650897E+00  -3.6993257E+00
   2.5973000E-02  -2.7186959E+00   2.1819438E+00  -3.6993257E+00
   2.9545000E-02  -2.7186959E+00   1.3623885E+00  -3.6993257E+00
   2.8044000E-02   2.2448792E+00   1.7721661E+00  -4.3568370E+00
   2.6133000E-02   2.0932873E+00   2.5831099E+00  -4.3568370E+00
   2.5426000E-02   1.6589867E+00   3.2845327E+00  -4.3568370E+00
   2.5324000E-02   1.0006288E+00   3.7817008E+00  -4.3568370E+00
   2.5367000E-02   2.0713098E-01   4.0074701E+00  -4.3568370E+00
   2.5347000E-02  -6.1434047E-01   3.9313500E+00  -4.3568370E+00
   2.5334000E-02  -1.3528416E+00   3.5636188E+00  -4.3568370E+00
   2.5667000E-02  -1.9086346E+00   2.9539441E+00  -4.3568370E+00
   2.6903000E-02  -2.2066557E+00   2.1846631E+00  -4.3568370E+00
   2.9593000E-02  -2.2066557E+00   1.3596711E+00  -4.3568370E+00
   3.1538000E-02   2.0932873E+00   9.6122235E-01  -4.3568370E+00
   2.8505000E-02   1.5873698E+00   1.7721661E+00  -4.8613617E+00
   2.7019000E-02   1.3747020E+00   2.5658511E+00  -4.8613617E+00
   2.6538000E-02   7.9368492E-01   3.1468700E+00  -4.8613617E+00
   2.6467000E-02   0.0000000E+00   3.3595360E+00  -4.8613617E+00
   2.6538000E-02  -7.9368492E-01   3.1468700E+00  -4.8613617E+00
   2.7019000E-02  -1.3747020E+00   2.5658511E+00  -4.8613617E+00
   2.8505000E-02  -1.5873698E+00   1.7721661E+00  -4.8613617E+00
   3.1228000E-02  -1.3747020E+00   9.7848122E-01  -4.8613617E+00
   3.1228000E-02   1.3747020E+00   9.7848122E-01  -4.8613617E+00
   2.8818000E-02   8.2168310E-01   1.7721661E+00  -5.1785201E+00
   2.7633000E-02   4.1084155E-01   2.4837651E+00  -5.1785201E+00
   2.7633000E-02  -4.1084155E-01   2.4837651E+00  -5.1785201E+00
   2.8818000E-02  -8.2168310E-01   1.7721661E+00  -5.1785201E+00
   3.0891000E-02  -4.1084155E-01   1.0605690E+00  -5.1785201E+00
   3.0891000E-02   4.1084155E-01   1.0605690E+00  -5.1785201E+00
   2.8929000E-02   0.0000000E+00   1.7721661E+00  -5.2866955E+00
  -2.7640000E-03   3.6663462E+00   0.0000000E+00   5.1031294E-01
  -3.1100000E-03   3.5806282E+00   7.8815558E-01   5.1031294E-01
  -4.0260000E-03   3.3274862E+00   1.5394596E+00   5.1031294E-01
  -5.1760000E-03   2.9187536E+00   2.2187783E+00   5.1031294E-01
  -6.1350000E-03   2.3735431E+00   2.7943492E+00   5.1031294E-01
  -6.5940000E-03   1.7173471E+00   3.2392606E+00   5.1031294E-01
  -6.5830000E-03   9.8085094E-01   3.5327086E+00   5.1031294E-01
  -6.4550000E-03   1.9849115E-01   3.6609699E+00   5.1031294E-01
  -6.5080000E-03  -5.9314908E-01   3.6180486E+00   5.1031294E-01
  -6.6300000E-03  -1.3570538E+00   3.4059495E+00   5.1031294E-01
  -6.4340000E-03  -2.0575053E+00   3.0345938E+00   5.1031294E-01
  -5.7040000E-03  -2.6617509E+00   2.5213442E+00   5.1031294E-01
  -4.5980000E-03  -3.1415353E+00   1.8901984E+00   5.1031294E-01
  -3.5140000E-03  -3.4744237E+00   1.1706701E+00   5.1031294E-01
  -2.8530000E-03  -3.6448544E+00   3.9640215E-01   5.1031294E-01
  -2.8530000E-03  -3.6448544E+00  -3.9640215E-01   5.1031294E-01
  -3.5140000E-03  -3.4744237E+00  -1.1706701E+00   5.1031294E-01
  -4.5980000E-03  -3.1415353E+00  -1.8901984E+00   5.1031294E-01
  -5.7040000E-03  -2.6617509E+00  -2.5213442E+00   5.1031294E-01
  -6.4340000E-03  -2.0575053E+00  -3.0345938E+00   5.1031294E-01
  -6.6300000E-03  -1.3570538E+00  -3.4059495E+00   5.1031294E-01
  -6.5080000E-03  -5.9314908E-01  -3.6180486E+00   5.1031294E-01
  -6.4550000E-03   1.9849115E-01  -3.6609699E+00   5.1031294E-01
